"Series";"Time";"Value"
"trwiki";"2019-04-25T17:00:00-07:00";314
"trwiki";"2019-04-26T17:00:00-07:00";130
"trwiki";"2019-04-27T17:00:00-07:00";230
"trwiki";"2019-04-28T17:00:00-07:00";188
"trwiki";"2019-04-29T17:00:00-07:00";321
"trwiki";"2019-04-30T17:00:00-07:00";180
"trwiki";"2019-05-01T17:00:00-07:00";139
"trwiki";"2019-05-02T17:00:00-07:00";143
"trwiki";"2019-05-03T17:00:00-07:00";129
"trwiki";"2019-05-04T17:00:00-07:00";60
"trwiki";"2019-05-05T17:00:00-07:00";207
"trwiki";"2019-05-06T17:00:00-07:00";170
"trwiki";"2019-05-07T17:00:00-07:00";197
"trwiki";"2019-05-08T17:00:00-07:00";213
"trwiki";"2019-05-09T17:00:00-07:00";467
"trwiki";"2019-05-10T17:00:00-07:00";71
"trwiki";"2019-05-11T17:00:00-07:00";62
"trwiki";"2019-05-12T17:00:00-07:00";162
"trwiki";"2019-05-13T17:00:00-07:00";274
"trwiki";"2019-05-14T17:00:00-07:00";155
"trwiki";"2019-05-15T17:00:00-07:00";209
"trwiki";"2019-05-16T17:00:00-07:00";141
"trwiki";"2019-05-17T17:00:00-07:00";147
"trwiki";"2019-05-18T17:00:00-07:00";105
"trwiki";"2019-05-19T17:00:00-07:00";92
"trwiki";"2019-05-20T17:00:00-07:00";250
"trwiki";"2019-05-21T17:00:00-07:00";455
"trwiki";"2019-05-22T17:00:00-07:00";370
"trwiki";"2019-05-23T17:00:00-07:00";305
"trwiki";"2019-05-24T17:00:00-07:00";1,034
"trwiki";"2019-05-25T17:00:00-07:00";204
"trwiki";"2019-05-26T17:00:00-07:00";580
"trwiki";"2019-05-27T17:00:00-07:00";112
"trwiki";"2019-05-28T17:00:00-07:00";281
"trwiki";"2019-05-29T17:00:00-07:00";471
"trwiki";"2019-05-30T17:00:00-07:00";218
"trwiki";"2019-05-31T17:00:00-07:00";417
"trwiki";"2019-06-01T17:00:00-07:00";197
"trwiki";"2019-06-02T17:00:00-07:00";396
"trwiki";"2019-06-03T17:00:00-07:00";129
"trwiki";"2019-06-04T17:00:00-07:00";323
"trwiki";"2019-06-05T17:00:00-07:00";358
"trwiki";"2019-06-06T17:00:00-07:00";239
"trwiki";"2019-06-07T17:00:00-07:00";462
"trwiki";"2019-06-08T17:00:00-07:00";329
"trwiki";"2019-06-09T17:00:00-07:00";622
"trwiki";"2019-06-10T17:00:00-07:00";306
"trwiki";"2019-06-11T17:00:00-07:00";573
"trwiki";"2019-06-12T17:00:00-07:00";790
"trwiki";"2019-06-13T17:00:00-07:00";806
"trwiki";"2019-06-14T17:00:00-07:00";877
"trwiki";"2019-06-15T17:00:00-07:00";233
"trwiki";"2019-06-16T17:00:00-07:00";137
"ukwiki";"2018-02-01T16:00:00-08:00";null
"ukwiki";"2018-02-02T16:00:00-08:00";null
"ukwiki";"2018-02-03T16:00:00-08:00";null
"ukwiki";"2018-02-04T16:00:00-08:00";null
"ukwiki";"2018-02-05T16:00:00-08:00";null
"ukwiki";"2018-02-06T16:00:00-08:00";null
"ukwiki";"2018-02-07T16:00:00-08:00";null
"ukwiki";"2018-02-08T16:00:00-08:00";null
"ukwiki";"2018-02-09T16:00:00-08:00";null
"ukwiki";"2018-02-10T16:00:00-08:00";null
"ukwiki";"2018-02-11T16:00:00-08:00";null
"ukwiki";"2018-02-12T16:00:00-08:00";null
"ukwiki";"2018-02-13T16:00:00-08:00";null
"ukwiki";"2018-02-14T16:00:00-08:00";null
"ukwiki";"2018-02-15T16:00:00-08:00";null
"ukwiki";"2018-02-16T16:00:00-08:00";null
"ukwiki";"2018-02-17T16:00:00-08:00";null
"ukwiki";"2018-02-18T16:00:00-08:00";null
"ukwiki";"2018-02-19T16:00:00-08:00";null
"ukwiki";"2018-02-20T16:00:00-08:00";null
"ukwiki";"2018-02-21T16:00:00-08:00";null
"ukwiki";"2018-02-22T16:00:00-08:00";null
"ukwiki";"2018-02-23T16:00:00-08:00";null
"ukwiki";"2018-02-24T16:00:00-08:00";null
"ukwiki";"2018-02-25T16:00:00-08:00";null
"ukwiki";"2018-02-26T16:00:00-08:00";null
"ukwiki";"2018-02-27T16:00:00-08:00";null
"ukwiki";"2018-02-28T16:00:00-08:00";null
"ukwiki";"2018-03-01T16:00:00-08:00";null
"ukwiki";"2018-03-02T16:00:00-08:00";null
"ukwiki";"2018-03-03T16:00:00-08:00";null
"ukwiki";"2018-03-04T16:00:00-08:00";null
"ukwiki";"2018-03-05T16:00:00-08:00";null
"ukwiki";"2018-03-06T16:00:00-08:00";null
"ukwiki";"2018-03-07T16:00:00-08:00";null
"ukwiki";"2018-03-08T16:00:00-08:00";null
"ukwiki";"2018-03-09T16:00:00-08:00";null
"ukwiki";"2018-03-10T16:00:00-08:00";null
"ukwiki";"2018-03-11T17:00:00-07:00";null
"ukwiki";"2018-03-12T17:00:00-07:00";null
"ukwiki";"2018-03-13T17:00:00-07:00";null
"ukwiki";"2018-03-14T17:00:00-07:00";null
"ukwiki";"2018-03-15T17:00:00-07:00";null
"ukwiki";"2018-03-16T17:00:00-07:00";null
"ukwiki";"2018-03-17T17:00:00-07:00";null
"ukwiki";"2018-03-18T17:00:00-07:00";null
"ukwiki";"2018-03-19T17:00:00-07:00";null
"ukwiki";"2018-03-20T17:00:00-07:00";null
"ukwiki";"2018-03-21T17:00:00-07:00";null
"ukwiki";"2018-03-22T17:00:00-07:00";null
"ukwiki";"2018-03-23T17:00:00-07:00";null
"ukwiki";"2018-03-24T17:00:00-07:00";null
"ukwiki";"2018-03-25T17:00:00-07:00";null
"ukwiki";"2018-03-26T17:00:00-07:00";null
"ukwiki";"2018-03-27T17:00:00-07:00";null
"ukwiki";"2018-03-28T17:00:00-07:00";null
"ukwiki";"2018-03-29T17:00:00-07:00";null
"ukwiki";"2018-03-30T17:00:00-07:00";null
"ukwiki";"2018-03-31T17:00:00-07:00";null
"ukwiki";"2018-04-01T17:00:00-07:00";null
"ukwiki";"2018-04-02T17:00:00-07:00";null
"ukwiki";"2018-04-03T17:00:00-07:00";null
"ukwiki";"2018-04-04T17:00:00-07:00";null
"ukwiki";"2018-04-05T17:00:00-07:00";null
"ukwiki";"2018-04-06T17:00:00-07:00";null
"ukwiki";"2018-04-07T17:00:00-07:00";null
"ukwiki";"2018-04-08T17:00:00-07:00";null
"ukwiki";"2018-04-09T17:00:00-07:00";null
"ukwiki";"2018-04-10T17:00:00-07:00";null
"ukwiki";"2018-04-11T17:00:00-07:00";null
"ukwiki";"2018-04-12T17:00:00-07:00";null
"ukwiki";"2018-04-13T17:00:00-07:00";null
"ukwiki";"2018-04-14T17:00:00-07:00";null
"ukwiki";"2018-04-15T17:00:00-07:00";null
"ukwiki";"2018-04-16T17:00:00-07:00";null
"ukwiki";"2018-04-17T17:00:00-07:00";null
"ukwiki";"2018-04-18T17:00:00-07:00";null
"ukwiki";"2018-04-19T17:00:00-07:00";null
"ukwiki";"2018-04-20T17:00:00-07:00";null
"ukwiki";"2018-04-21T17:00:00-07:00";null
"ukwiki";"2018-04-22T17:00:00-07:00";null
"ukwiki";"2018-04-23T17:00:00-07:00";null
"ukwiki";"2018-04-24T17:00:00-07:00";null
"ukwiki";"2018-04-25T17:00:00-07:00";null
"ukwiki";"2018-04-26T17:00:00-07:00";null
"ukwiki";"2018-04-27T17:00:00-07:00";null
"ukwiki";"2018-04-28T17:00:00-07:00";null
"ukwiki";"2018-04-29T17:00:00-07:00";null
"ukwiki";"2018-04-30T17:00:00-07:00";null
"ukwiki";"2018-05-01T17:00:00-07:00";null
"ukwiki";"2018-05-02T17:00:00-07:00";null
"ukwiki";"2018-05-03T17:00:00-07:00";null
"ukwiki";"2018-05-04T17:00:00-07:00";null
"ukwiki";"2018-05-05T17:00:00-07:00";null
"ukwiki";"2018-05-06T17:00:00-07:00";null
"ukwiki";"2018-05-07T17:00:00-07:00";null
"ukwiki";"2018-05-08T17:00:00-07:00";null
"ukwiki";"2018-05-09T17:00:00-07:00";null
"ukwiki";"2018-05-10T17:00:00-07:00";null
"ukwiki";"2018-05-11T17:00:00-07:00";null
"ukwiki";"2018-05-12T17:00:00-07:00";null
"ukwiki";"2018-05-13T17:00:00-07:00";null
"ukwiki";"2018-05-14T17:00:00-07:00";null
"ukwiki";"2018-05-15T17:00:00-07:00";null
"ukwiki";"2018-05-16T17:00:00-07:00";null
"ukwiki";"2018-05-17T17:00:00-07:00";null
"ukwiki";"2018-05-18T17:00:00-07:00";null
"ukwiki";"2018-05-19T17:00:00-07:00";null
"ukwiki";"2018-05-20T17:00:00-07:00";null
"ukwiki";"2018-05-21T17:00:00-07:00";null
"ukwiki";"2018-05-22T17:00:00-07:00";null
"ukwiki";"2018-05-23T17:00:00-07:00";null
"ukwiki";"2018-05-24T17:00:00-07:00";null
"ukwiki";"2018-05-25T17:00:00-07:00";null
"ukwiki";"2018-05-26T17:00:00-07:00";null
"ukwiki";"2018-05-27T17:00:00-07:00";null
"ukwiki";"2018-05-28T17:00:00-07:00";null
"ukwiki";"2018-05-29T17:00:00-07:00";null
"ukwiki";"2018-05-30T17:00:00-07:00";null
"ukwiki";"2018-05-31T17:00:00-07:00";null
"ukwiki";"2018-06-01T17:00:00-07:00";null
"ukwiki";"2018-06-02T17:00:00-07:00";null
"ukwiki";"2018-06-03T17:00:00-07:00";null
"ukwiki";"2018-06-04T17:00:00-07:00";null
"ukwiki";"2018-06-05T17:00:00-07:00";null
"ukwiki";"2018-06-06T17:00:00-07:00";null
"ukwiki";"2018-06-07T17:00:00-07:00";null
"ukwiki";"2018-06-08T17:00:00-07:00";null
"ukwiki";"2018-06-09T17:00:00-07:00";null
"ukwiki";"2018-06-10T17:00:00-07:00";null
"ukwiki";"2018-06-11T17:00:00-07:00";null
"ukwiki";"2018-06-12T17:00:00-07:00";null
"ukwiki";"2018-06-13T17:00:00-07:00";null
"ukwiki";"2018-06-14T17:00:00-07:00";null
"ukwiki";"2018-06-15T17:00:00-07:00";null
"ukwiki";"2018-06-16T17:00:00-07:00";null
"ukwiki";"2018-06-17T17:00:00-07:00";null
"ukwiki";"2018-06-18T17:00:00-07:00";null
"ukwiki";"2018-06-19T17:00:00-07:00";null
"ukwiki";"2018-06-20T17:00:00-07:00";null
"ukwiki";"2018-06-21T17:00:00-07:00";null
"ukwiki";"2018-06-22T17:00:00-07:00";null
"ukwiki";"2018-06-23T17:00:00-07:00";null
"ukwiki";"2018-06-24T17:00:00-07:00";null
"ukwiki";"2018-06-25T17:00:00-07:00";null
"ukwiki";"2018-06-26T17:00:00-07:00";null
"ukwiki";"2018-06-27T17:00:00-07:00";null
"ukwiki";"2018-06-28T17:00:00-07:00";null
"ukwiki";"2018-06-29T17:00:00-07:00";null
"ukwiki";"2018-06-30T17:00:00-07:00";null
"ukwiki";"2018-07-01T17:00:00-07:00";null
"ukwiki";"2018-07-02T17:00:00-07:00";null
"ukwiki";"2018-07-03T17:00:00-07:00";null
"ukwiki";"2018-07-04T17:00:00-07:00";null
"ukwiki";"2018-07-05T17:00:00-07:00";null
"ukwiki";"2018-07-06T17:00:00-07:00";null
"ukwiki";"2018-07-07T17:00:00-07:00";null
"ukwiki";"2018-07-08T17:00:00-07:00";null
"ukwiki";"2018-07-09T17:00:00-07:00";null
"ukwiki";"2018-07-10T17:00:00-07:00";null
"ukwiki";"2018-07-11T17:00:00-07:00";null
"ukwiki";"2018-07-12T17:00:00-07:00";null
"ukwiki";"2018-07-13T17:00:00-07:00";null
"ukwiki";"2018-07-14T17:00:00-07:00";null
"ukwiki";"2018-07-15T17:00:00-07:00";null
"ukwiki";"2018-07-16T17:00:00-07:00";null
"ukwiki";"2018-07-17T17:00:00-07:00";null
"ukwiki";"2018-07-18T17:00:00-07:00";null
"ukwiki";"2018-07-19T17:00:00-07:00";null
"ukwiki";"2018-07-20T17:00:00-07:00";null
"ukwiki";"2018-07-21T17:00:00-07:00";null
"ukwiki";"2018-07-22T17:00:00-07:00";null
"ukwiki";"2018-07-23T17:00:00-07:00";null
"ukwiki";"2018-07-24T17:00:00-07:00";null
"ukwiki";"2018-07-25T17:00:00-07:00";null
"ukwiki";"2018-07-26T17:00:00-07:00";null
"ukwiki";"2018-07-27T17:00:00-07:00";null
"ukwiki";"2018-07-28T17:00:00-07:00";null
"ukwiki";"2018-07-29T17:00:00-07:00";null
"ukwiki";"2018-07-30T17:00:00-07:00";null
"ukwiki";"2018-07-31T17:00:00-07:00";null
"ukwiki";"2018-08-01T17:00:00-07:00";null
"ukwiki";"2018-08-02T17:00:00-07:00";null
"ukwiki";"2018-08-03T17:00:00-07:00";null
"ukwiki";"2018-08-04T17:00:00-07:00";null
"ukwiki";"2018-08-05T17:00:00-07:00";null
"ukwiki";"2018-08-06T17:00:00-07:00";null
"ukwiki";"2018-08-07T17:00:00-07:00";null
"ukwiki";"2018-08-08T17:00:00-07:00";null
"ukwiki";"2018-08-09T17:00:00-07:00";null
"ukwiki";"2018-08-10T17:00:00-07:00";null
"ukwiki";"2018-08-11T17:00:00-07:00";null
"ukwiki";"2018-08-12T17:00:00-07:00";null
"ukwiki";"2018-08-13T17:00:00-07:00";null
"ukwiki";"2018-08-14T17:00:00-07:00";null
"ukwiki";"2018-08-15T17:00:00-07:00";null
"ukwiki";"2018-08-16T17:00:00-07:00";null
"ukwiki";"2018-08-17T17:00:00-07:00";null
"ukwiki";"2018-08-18T17:00:00-07:00";null
"ukwiki";"2018-08-19T17:00:00-07:00";null
"ukwiki";"2018-08-20T17:00:00-07:00";null
"ukwiki";"2018-08-21T17:00:00-07:00";null
"ukwiki";"2018-08-22T17:00:00-07:00";null
"ukwiki";"2018-08-23T17:00:00-07:00";null
"ukwiki";"2018-08-24T17:00:00-07:00";null
"ukwiki";"2018-08-25T17:00:00-07:00";null
"ukwiki";"2018-08-26T17:00:00-07:00";null
"ukwiki";"2018-08-27T17:00:00-07:00";null
"ukwiki";"2018-08-28T17:00:00-07:00";null
"ukwiki";"2018-08-29T17:00:00-07:00";null
"ukwiki";"2018-08-30T17:00:00-07:00";null
"ukwiki";"2018-08-31T17:00:00-07:00";null
"ukwiki";"2018-09-01T17:00:00-07:00";null
"ukwiki";"2018-09-02T17:00:00-07:00";null
"ukwiki";"2018-09-03T17:00:00-07:00";null
"ukwiki";"2018-09-04T17:00:00-07:00";null
"ukwiki";"2018-09-05T17:00:00-07:00";null
"ukwiki";"2018-09-06T17:00:00-07:00";null
"ukwiki";"2018-09-07T17:00:00-07:00";null
"ukwiki";"2018-09-08T17:00:00-07:00";null
"ukwiki";"2018-09-09T17:00:00-07:00";null
"ukwiki";"2018-09-10T17:00:00-07:00";null
"ukwiki";"2018-09-11T17:00:00-07:00";null
"ukwiki";"2018-09-12T17:00:00-07:00";null
"ukwiki";"2018-09-13T17:00:00-07:00";null
"ukwiki";"2018-09-14T17:00:00-07:00";null
"ukwiki";"2018-09-15T17:00:00-07:00";null
"ukwiki";"2018-09-16T17:00:00-07:00";null
"ukwiki";"2018-09-17T17:00:00-07:00";null
"ukwiki";"2018-09-18T17:00:00-07:00";null
"ukwiki";"2018-09-19T17:00:00-07:00";null
"ukwiki";"2018-09-20T17:00:00-07:00";null
"ukwiki";"2018-09-21T17:00:00-07:00";null
"ukwiki";"2018-09-22T17:00:00-07:00";null
"ukwiki";"2018-09-23T17:00:00-07:00";null
"ukwiki";"2018-09-24T17:00:00-07:00";null
"ukwiki";"2018-09-25T17:00:00-07:00";null
"ukwiki";"2018-09-26T17:00:00-07:00";null
"ukwiki";"2018-09-27T17:00:00-07:00";null
"ukwiki";"2018-09-28T17:00:00-07:00";null
"ukwiki";"2018-09-29T17:00:00-07:00";null
"ukwiki";"2018-09-30T17:00:00-07:00";null
"ukwiki";"2018-10-01T17:00:00-07:00";null
"ukwiki";"2018-10-02T17:00:00-07:00";null
"ukwiki";"2018-10-03T17:00:00-07:00";null
"ukwiki";"2018-10-04T17:00:00-07:00";null
"ukwiki";"2018-10-05T17:00:00-07:00";null
"ukwiki";"2018-10-06T17:00:00-07:00";null
"ukwiki";"2018-10-07T17:00:00-07:00";null
"ukwiki";"2018-10-08T17:00:00-07:00";null
"ukwiki";"2018-10-09T17:00:00-07:00";4
"ukwiki";"2018-10-10T17:00:00-07:00";null
"ukwiki";"2018-10-11T17:00:00-07:00";null
"ukwiki";"2018-10-12T17:00:00-07:00";null
"ukwiki";"2018-10-13T17:00:00-07:00";1
"ukwiki";"2018-10-14T17:00:00-07:00";1
"ukwiki";"2018-10-15T17:00:00-07:00";1
"ukwiki";"2018-10-16T17:00:00-07:00";1
"ukwiki";"2018-10-17T17:00:00-07:00";15
"ukwiki";"2018-10-18T17:00:00-07:00";null
"ukwiki";"2018-10-19T17:00:00-07:00";null
"ukwiki";"2018-10-20T17:00:00-07:00";null
"ukwiki";"2018-10-21T17:00:00-07:00";null
"ukwiki";"2018-10-22T17:00:00-07:00";2
"ukwiki";"2018-10-23T17:00:00-07:00";3
"ukwiki";"2018-10-24T17:00:00-07:00";null
"ukwiki";"2018-10-25T17:00:00-07:00";1
"ukwiki";"2018-10-26T17:00:00-07:00";null
"ukwiki";"2018-10-27T17:00:00-07:00";2
"ukwiki";"2018-10-28T17:00:00-07:00";null
"ukwiki";"2018-10-29T17:00:00-07:00";null
"ukwiki";"2018-10-30T17:00:00-07:00";null
"ukwiki";"2018-10-31T17:00:00-07:00";1
"ukwiki";"2018-11-01T17:00:00-07:00";null
"ukwiki";"2018-11-02T17:00:00-07:00";2
"ukwiki";"2018-11-03T17:00:00-07:00";3
"ukwiki";"2018-11-04T16:00:00-08:00";null
"ukwiki";"2018-11-05T16:00:00-08:00";null
"ukwiki";"2018-11-06T16:00:00-08:00";7
"ukwiki";"2018-11-07T16:00:00-08:00";null
"ukwiki";"2018-11-08T16:00:00-08:00";null
"ukwiki";"2018-11-09T16:00:00-08:00";1
"ukwiki";"2018-11-10T16:00:00-08:00";null
"ukwiki";"2018-11-11T16:00:00-08:00";6
"ukwiki";"2018-11-12T16:00:00-08:00";null
"ukwiki";"2018-11-13T16:00:00-08:00";null
"ukwiki";"2018-11-14T16:00:00-08:00";1
"ukwiki";"2018-11-15T16:00:00-08:00";1
"ukwiki";"2018-11-16T16:00:00-08:00";null
"ukwiki";"2018-11-17T16:00:00-08:00";null
"ukwiki";"2018-11-18T16:00:00-08:00";null
"ukwiki";"2018-11-19T16:00:00-08:00";3
"ukwiki";"2018-11-20T16:00:00-08:00";2
"ukwiki";"2018-11-21T16:00:00-08:00";2
"ukwiki";"2018-11-22T16:00:00-08:00";null
"ukwiki";"2018-11-23T16:00:00-08:00";1
"ukwiki";"2018-11-24T16:00:00-08:00";null
"ukwiki";"2018-11-25T16:00:00-08:00";2
"ukwiki";"2018-11-26T16:00:00-08:00";null
"ukwiki";"2018-11-27T16:00:00-08:00";null
"ukwiki";"2018-11-28T16:00:00-08:00";null
"ukwiki";"2018-11-29T16:00:00-08:00";null
"ukwiki";"2018-11-30T16:00:00-08:00";null
"ukwiki";"2018-12-01T16:00:00-08:00";2
"ukwiki";"2018-12-02T16:00:00-08:00";5
"ukwiki";"2018-12-03T16:00:00-08:00";1
"ukwiki";"2018-12-04T16:00:00-08:00";1
"ukwiki";"2018-12-05T16:00:00-08:00";null
"ukwiki";"2018-12-06T16:00:00-08:00";7
"ukwiki";"2018-12-07T16:00:00-08:00";1
"ukwiki";"2018-12-08T16:00:00-08:00";null
"ukwiki";"2018-12-09T16:00:00-08:00";5
"ukwiki";"2018-12-10T16:00:00-08:00";null
"ukwiki";"2018-12-11T16:00:00-08:00";null
"ukwiki";"2018-12-12T16:00:00-08:00";2
"ukwiki";"2018-12-13T16:00:00-08:00";null
"ukwiki";"2018-12-14T16:00:00-08:00";null
"ukwiki";"2018-12-15T16:00:00-08:00";1
"ukwiki";"2018-12-16T16:00:00-08:00";null
"ukwiki";"2018-12-17T16:00:00-08:00";null
"ukwiki";"2018-12-18T16:00:00-08:00";null
"ukwiki";"2018-12-19T16:00:00-08:00";null
"ukwiki";"2018-12-20T16:00:00-08:00";474
"ukwiki";"2018-12-21T16:00:00-08:00";2
"ukwiki";"2018-12-22T16:00:00-08:00";null
"ukwiki";"2018-12-23T16:00:00-08:00";null
"ukwiki";"2018-12-24T16:00:00-08:00";2
"ukwiki";"2018-12-25T16:00:00-08:00";13
"ukwiki";"2018-12-26T16:00:00-08:00";1
"ukwiki";"2018-12-27T16:00:00-08:00";null
"ukwiki";"2018-12-28T16:00:00-08:00";5
"ukwiki";"2018-12-29T16:00:00-08:00";3
"ukwiki";"2018-12-30T16:00:00-08:00";3
"ukwiki";"2018-12-31T16:00:00-08:00";null
"ukwiki";"2019-01-01T16:00:00-08:00";null
"ukwiki";"2019-01-02T16:00:00-08:00";7
"ukwiki";"2019-01-03T16:00:00-08:00";1
"ukwiki";"2019-01-04T16:00:00-08:00";3
"ukwiki";"2019-01-05T16:00:00-08:00";2
"ukwiki";"2019-01-06T16:00:00-08:00";3
"ukwiki";"2019-01-07T16:00:00-08:00";null
"ukwiki";"2019-01-08T16:00:00-08:00";null
"ukwiki";"2019-01-09T16:00:00-08:00";null
"ukwiki";"2019-01-10T16:00:00-08:00";3
"ukwiki";"2019-01-11T16:00:00-08:00";null
"ukwiki";"2019-01-12T16:00:00-08:00";null
"ukwiki";"2019-01-13T16:00:00-08:00";null
"ukwiki";"2019-01-14T16:00:00-08:00";null
"ukwiki";"2019-01-15T16:00:00-08:00";null
"ukwiki";"2019-01-16T16:00:00-08:00";2
"ukwiki";"2019-01-17T16:00:00-08:00";2
"ukwiki";"2019-01-18T16:00:00-08:00";2
"ukwiki";"2019-01-19T16:00:00-08:00";null
"ukwiki";"2019-01-20T16:00:00-08:00";3
"ukwiki";"2019-01-21T16:00:00-08:00";null
"ukwiki";"2019-01-22T16:00:00-08:00";null
"ukwiki";"2019-01-23T16:00:00-08:00";4
"ukwiki";"2019-01-24T16:00:00-08:00";null
"ukwiki";"2019-01-25T16:00:00-08:00";6
"ukwiki";"2019-01-26T16:00:00-08:00";2
"ukwiki";"2019-01-27T16:00:00-08:00";1
"ukwiki";"2019-01-28T16:00:00-08:00";null
"ukwiki";"2019-01-29T16:00:00-08:00";1
"ukwiki";"2019-01-30T16:00:00-08:00";2
"ukwiki";"2019-01-31T16:00:00-08:00";null
"ukwiki";"2019-02-01T16:00:00-08:00";null
"ukwiki";"2019-02-02T16:00:00-08:00";18
"ukwiki";"2019-02-03T16:00:00-08:00";6
"ukwiki";"2019-02-04T16:00:00-08:00";3
"ukwiki";"2019-02-05T16:00:00-08:00";6
"ukwiki";"2019-02-06T16:00:00-08:00";15
"ukwiki";"2019-02-07T16:00:00-08:00";15
"ukwiki";"2019-02-08T16:00:00-08:00";1
"ukwiki";"2019-02-09T16:00:00-08:00";2
"ukwiki";"2019-02-10T16:00:00-08:00";5
"ukwiki";"2019-02-11T16:00:00-08:00";null
"ukwiki";"2019-02-12T16:00:00-08:00";null
"ukwiki";"2019-02-13T16:00:00-08:00";null
"ukwiki";"2019-02-14T16:00:00-08:00";4
"ukwiki";"2019-02-15T16:00:00-08:00";null
"ukwiki";"2019-02-16T16:00:00-08:00";null
"ukwiki";"2019-02-17T16:00:00-08:00";null
"ukwiki";"2019-02-18T16:00:00-08:00";4
"ukwiki";"2019-02-19T16:00:00-08:00";1
"ukwiki";"2019-02-20T16:00:00-08:00";null
"ukwiki";"2019-02-21T16:00:00-08:00";null
"ukwiki";"2019-02-22T16:00:00-08:00";null
"ukwiki";"2019-02-23T16:00:00-08:00";15
"ukwiki";"2019-02-24T16:00:00-08:00";378
"ukwiki";"2019-02-25T16:00:00-08:00";1
"ukwiki";"2019-02-26T16:00:00-08:00";1
"ukwiki";"2019-02-27T16:00:00-08:00";null
"ukwiki";"2019-02-28T16:00:00-08:00";null
"ukwiki";"2019-03-01T16:00:00-08:00";null
"ukwiki";"2019-03-02T16:00:00-08:00";7
"ukwiki";"2019-03-03T16:00:00-08:00";null
"ukwiki";"2019-03-04T16:00:00-08:00";7
"ukwiki";"2019-03-05T16:00:00-08:00";null
"ukwiki";"2019-03-06T16:00:00-08:00";null
"ukwiki";"2019-03-07T16:00:00-08:00";null
"ukwiki";"2019-03-08T16:00:00-08:00";2
"ukwiki";"2019-03-09T16:00:00-08:00";1
"ukwiki";"2019-03-10T17:00:00-07:00";null
"ukwiki";"2019-03-11T17:00:00-07:00";2
"ukwiki";"2019-03-12T17:00:00-07:00";null
"ukwiki";"2019-03-13T17:00:00-07:00";null
"ukwiki";"2019-03-14T17:00:00-07:00";1
"ukwiki";"2019-03-15T17:00:00-07:00";null
"ukwiki";"2019-03-16T17:00:00-07:00";2
"ukwiki";"2019-03-17T17:00:00-07:00";5
"ukwiki";"2019-03-18T17:00:00-07:00";1
"ukwiki";"2019-03-19T17:00:00-07:00";1
"ukwiki";"2019-03-20T17:00:00-07:00";5
"ukwiki";"2019-03-21T17:00:00-07:00";2
"ukwiki";"2019-03-22T17:00:00-07:00";null
"ukwiki";"2019-03-23T17:00:00-07:00";4
"ukwiki";"2019-03-24T17:00:00-07:00";5
"ukwiki";"2019-03-25T17:00:00-07:00";1
"ukwiki";"2019-03-26T17:00:00-07:00";2
"ukwiki";"2019-03-27T17:00:00-07:00";15
"ukwiki";"2019-03-28T17:00:00-07:00";null
"ukwiki";"2019-03-29T17:00:00-07:00";null
"ukwiki";"2019-03-30T17:00:00-07:00";null
"ukwiki";"2019-03-31T17:00:00-07:00";28
"ukwiki";"2019-04-01T17:00:00-07:00";null
"ukwiki";"2019-04-02T17:00:00-07:00";2
"ukwiki";"2019-04-03T17:00:00-07:00";15
"ukwiki";"2019-04-04T17:00:00-07:00";6
"ukwiki";"2019-04-05T17:00:00-07:00";null
"ukwiki";"2019-04-06T17:00:00-07:00";4
"ukwiki";"2019-04-07T17:00:00-07:00";1
"ukwiki";"2019-04-08T17:00:00-07:00";5
"ukwiki";"2019-04-09T17:00:00-07:00";5
"ukwiki";"2019-04-10T17:00:00-07:00";null
"ukwiki";"2019-04-11T17:00:00-07:00";1
"ukwiki";"2019-04-12T17:00:00-07:00";2
"ukwiki";"2019-04-13T17:00:00-07:00";null
"ukwiki";"2019-04-14T17:00:00-07:00";7
"ukwiki";"2019-04-15T17:00:00-07:00";1
"ukwiki";"2019-04-16T17:00:00-07:00";2
"ukwiki";"2019-04-17T17:00:00-07:00";6
"ukwiki";"2019-04-18T17:00:00-07:00";6
"ukwiki";"2019-04-19T17:00:00-07:00";null
"ukwiki";"2019-04-20T17:00:00-07:00";null
"ukwiki";"2019-04-21T17:00:00-07:00";null
"ukwiki";"2019-04-22T17:00:00-07:00";null
"ukwiki";"2019-04-23T17:00:00-07:00";null
"ukwiki";"2019-04-24T17:00:00-07:00";null
"ukwiki";"2019-04-25T17:00:00-07:00";null
"ukwiki";"2019-04-26T17:00:00-07:00";2
"ukwiki";"2019-04-27T17:00:00-07:00";null
"ukwiki";"2019-04-28T17:00:00-07:00";null
"ukwiki";"2019-04-29T17:00:00-07:00";null
"ukwiki";"2019-04-30T17:00:00-07:00";null
"ukwiki";"2019-05-01T17:00:00-07:00";9
"ukwiki";"2019-05-02T17:00:00-07:00";1
"ukwiki";"2019-05-03T17:00:00-07:00";1
"ukwiki";"2019-05-04T17:00:00-07:00";1
"ukwiki";"2019-05-05T17:00:00-07:00";null
"ukwiki";"2019-05-06T17:00:00-07:00";null
"ukwiki";"2019-05-07T17:00:00-07:00";null
"ukwiki";"2019-05-08T17:00:00-07:00";1
"ukwiki";"2019-05-09T17:00:00-07:00";null
"ukwiki";"2019-05-10T17:00:00-07:00";null
"ukwiki";"2019-05-11T17:00:00-07:00";null
"ukwiki";"2019-05-12T17:00:00-07:00";null
